isotype long_id_threshold long_cluster_threshold long_coverage_threshold cov_threshold count_threshold cluster_threshold both short_only long_only accuracy accuracy_short
JU1400 95 9 60 0.35 9 9000 2005 624 669 0.60794420861128 0.762647394446558
JU1400 95 9 60 0.35 9 12000 1921 448 753 0.61531069827034 0.81089067116927
JU1400 95 9 60 0.35 9 15000 1857 350 817 0.614087301587302 0.841413683733575
JU1400 95 9 60 0.35 12 6000 2019 667 655 0.604310086800359 0.751675353685778
JU1400 95 9 60 0.35 12 9000 1948 481 726 0.61743264659271 0.801976121860848
JU1400 95 9 60 0.35 12 12000 1850 329 824 0.616050616050616 0.849013308857274
JU1400 95 9 60 0.35 12 15000 1786 296 888 0.601346801346801 0.857829010566763
JU1400 95 9 60 0.35 15 6000 1975 477 699 0.626785147572199 0.805464926590538
JU1400 95 9 60 0.35 15 9000 1905 357 769 0.628505443747938 0.842175066312997
JU1400 95 9 60 0.35 15 12000 1799 258 875 0.613574351978172 0.874574623237725
JU1400 95 9 60 0.35 15 15000 1741 243 933 0.596846074734316 0.877520161290323
JU1400 95 9 60 0.35 18 6000 1878 390 796 0.612924281984334 0.828042328042328
JU1400 95 9 60 0.35 18 9000 1822 295 852 0.613674637925227 0.860651865847898
JU1400 95 9 60 0.35 18 12000 1756 204 918 0.610145934676859 0.895918367346939
JU1400 95 9 60 0.35 18 15000 1652 171 1022 0.58066783831283 0.906198573779484
JU1400 95 9 60 0.35 21 6000 1830 323 844 0.610610610610611 0.849976776590804
JU1400 95 9 60 0.35 21 9000 1731 222 943 0.597720994475138 0.886328725038402
JU1400 95 9 60 0.35 21 12000 1610 132 1064 0.573770491803279 0.924225028702641
JU1400 95 9 60 0.35 21 15000 1422 104 1252 0.511879049676026 0.931847968545216
JU1400 95 9 60 0.4 9 6000 2061 1106 613 0.545238095238095 0.650773602778655
JU1400 95 9 60 0.4 9 9000 2023 743 651 0.592039800995025 0.731381055676066
JU1400 95 9 60 0.4 9 12000 1961 482 713 0.621356147021546 0.802701596397871
JU1400 95 9 60 0.4 9 15000 1900 368 774 0.624589086127548 0.837742504409171
JU1400 95 9 60 0.4 12 6000 2036 785 638 0.588609424689217 0.721729883020206
JU1400 95 9 60 0.4 12 9000 1973 531 701 0.615600624024961 0.787939297124601
JU1400 95 9 60 0.4 12 12000 1895 349 779 0.626860734369831 0.844474153297683
JU1400 95 9 60 0.4 12 15000 1834 314 840 0.613788487282463 0.853817504655493
JU1400 95 9 60 0.4 15 6000 2008 539 666 0.624961095549331 0.788378484491559
JU1400 95 9 60 0.4 15 9000 1947 388 727 0.635858915741346 0.833832976445396
JU1400 95 9 60 0.4 15 12000 1849 280 825 0.625930941096818 0.868482855800845
JU1400 95 9 60 0.4 15 15000 1791 253 883 0.611889306457123 0.876223091976517
JU1400 95 9 60 0.4 18 6000 1911 410 763 0.619649805447471 0.82335200344679
JU1400 95 9 60 0.4 18 9000 1857 309 817 0.622527656721421 0.857340720221607
JU1400 95 9 60 0.4 18 12000 1799 218 875 0.622060857538036 0.891918691125434
JU1400 95 9 60 0.4 18 15000 1734 185 940 0.606505771248688 0.903595622720167
JU1400 95 9 60 0.4 21 6000 1864 328 810 0.620919387075283 0.85036496350365
JU1400 95 9 60 0.4 21 9000 1787 238 887 0.613667582417582 0.882469135802469
JU1400 95 9 60 0.4 21 12000 1684 149 990 0.596528515763372 0.918712493180578
JU1400 95 9 60 0.4 21 15000 1535 121 1139 0.549194991055456 0.926932367149758
JU1400 95 9 60 0.45 9 6000 2073 1420 601 0.506350757205667 0.593472659604924
JU1400 95 9 60 0.45 9 9000 2039 935 635 0.564976447769465 0.685608607935441
JU1400 95 9 60 0.45 9 12000 2015 613 659 0.613020991785823 0.766742770167428
JU1400 95 9 60 0.45 9 15000 1942 476 732 0.616507936507937 0.803143093465674
JU1400 95 9 60 0.45 12 6000 2052 1042 622 0.552206673842842 0.663219133807369
JU1400 95 9 60 0.45 12 9000 1993 694 681 0.591745843230404 0.741719389653889
JU1400 95 9 60 0.45 12 12000 1964 469 710 0.624880687241489 0.807233867653103
JU1400 95 9 60 0.45 12 15000 1892 421 782 0.611308562197092 0.817985300475573
JU1400 95 9 60 0.45 15 6000 2026 674 648 0.605137395459976 0.75037037037037
JU1400 95 9 60 0.45 15 9000 1961 433 713 0.631155455423238 0.819131161236424
JU1400 95 9 60 0.45 15 12000 1923 311 751 0.644221105527638 0.860787824529991
JU1400 95 9 60 0.45 15 15000 1854 271 820 0.629541595925297 0.872470588235294
JU1400 95 9 60 0.45 18 6000 1961 514 713 0.615119196988708 0.792323232323232
JU1400 95 9 60 0.45 18 9000 1917 353 757 0.633300297324083 0.844493392070485
JU1400 95 9 60 0.45 18 12000 1881 249 793 0.643516934656175 0.883098591549296
JU1400 95 9 60 0.45 18 15000 1805 190 869 0.630237430167598 0.904761904761905
JU1400 95 9 60 0.45 21 6000 1897 389 777 0.619327456741756 0.829833770778653
JU1400 95 9 60 0.45 21 9000 1839 263 835 0.626149131767109 0.87488106565176
JU1400 95 9 60 0.45 21 12000 1774 153 900 0.627520339582596 0.920601971977167
JU1400 95 9 60 0.45 21 15000 1612 124 1062 0.576125804145818 0.928571428571429
JU2526 95 9 60 0.25 9 6000 3228 1533 676 0.593709766415303 0.678008821676118
JU2526 95 9 60 0.25 9 9000 3171 1095 733 0.634326865373075 0.743319268635724
JU2526 95 9 60 0.25 9 12000 3057 871 847 0.64020942408377 0.778258655804481
JU2526 95 9 60 0.25 9 15000 2998 701 906 0.651031487513572 0.810489321438226
JU2526 95 9 60 0.25 12 6000 3213 1176 691 0.63248031496063 0.732057416267943
JU2526 95 9 60 0.25 12 9000 3112 855 792 0.653918890523219 0.784471893118225
JU2526 95 9 60 0.25 12 12000 3008 669 896 0.657773890225235 0.818058199619255
JU2526 95 9 60 0.25 12 15000 2922 512 982 0.661684782608696 0.850902737332557
JU2526 95 9 60 0.25 15 6000 3053 849 851 0.642331159267831 0.782419272168119
JU2526 95 9 60 0.25 15 9000 2944 603 960 0.653206123807411 0.829997180716098
JU2526 95 9 60 0.25 15 12000 2751 431 1153 0.634602076124567 0.864550597108737
JU2526 95 9 60 0.25 15 15000 2699 316 1205 0.63957345971564 0.895190713101161
JU2526 95 9 60 0.25 18 6000 2921 602 983 0.648246782068353 0.829122906613681
JU2526 95 9 60 0.25 18 9000 2821 422 1083 0.65210355987055 0.869873573851372
JU2526 95 9 60 0.25 18 12000 2643 317 1261 0.626154939587775 0.892905405405405
JU2526 95 9 60 0.25 18 15000 2565 215 1339 0.62272396212673 0.922661870503597
JU2526 95 9 60 0.25 21 6000 2800 455 1104 0.642349162651984 0.860215053763441
JU2526 95 9 60 0.25 21 9000 2678 310 1226 0.635500711912672 0.896251673360107
JU2526 95 9 60 0.25 21 12000 2473 214 1431 0.600534239922292 0.920357275772237
JU2526 95 9 60 0.25 21 15000 2337 147 1567 0.576894593927425 0.940821256038647
JU2526 95 9 60 0.3 9 6000 3269 1638 635 0.58985925658607 0.666191155492154
JU2526 95 9 60 0.3 9 9000 3205 1155 699 0.633524411939118 0.735091743119266
JU2526 95 9 60 0.3 9 12000 3095 897 809 0.644657363049365 0.775300601202405
JU2526 95 9 60 0.3 9 15000 3047 726 857 0.658099352051836 0.807580174927114
JU2526 95 9 60 0.3 12 6000 3255 1238 649 0.633022170361727 0.724460271533497
JU2526 95 9 60 0.3 12 9000 3165 900 739 0.658825978351374 0.77859778597786
JU2526 95 9 60 0.3 12 12000 3069 694 835 0.667464114832536 0.815572681371246
JU2526 95 9 60 0.3 12 15000 3008 526 896 0.679006772009029 0.851160158460668
JU2526 95 9 60 0.3 15 6000 3120 902 784 0.649188514357054 0.775733465937345
JU2526 95 9 60 0.3 15 9000 3029 636 875 0.667180616740088 0.826466575716235
JU2526 95 9 60 0.3 15 12000 2845 440 1059 0.654926335174954 0.866057838660578
JU2526 95 9 60 0.3 15 15000 2793 325 1111 0.660439820288484 0.895766516998076
JU2526 95 9 60 0.3 18 6000 2986 637 918 0.657564413124862 0.82417885730058
JU2526 95 9 60 0.3 18 9000 2896 443 1008 0.666206579250058 0.86732554657083
JU2526 95 9 60 0.3 18 12000 2743 327 1161 0.64831009217679 0.893485342019544
JU2526 95 9 60 0.3 18 15000 2677 225 1227 0.648341002664083 0.922467263955893
JU2526 95 9 60 0.3 21 6000 2888 486 1016 0.657858769931663 0.855957320687611
JU2526 95 9 60 0.3 21 9000 2785 329 1119 0.657925820930782 0.894348105330764
JU2526 95 9 60 0.3 21 12000 2579 221 1325 0.625212121212121 0.921071428571429
JU2526 95 9 60 0.3 21 15000 2460 154 1444 0.606209955643174 0.941086457536343
JU2526 95 9 60 0.35 9 6000 3289 1812 615 0.575402379286214 0.644775534208979
JU2526 95 9 60 0.35 9 9000 3225 1253 679 0.625363583478767 0.720187583742742
JU2526 95 9 60 0.35 9 12000 3117 933 787 0.644407690717387 0.76962962962963
JU2526 95 9 60 0.35 9 15000 3062 785 842 0.653017701002346 0.795944892123733
JU2526 95 9 60 0.35 12 6000 3276 1334 628 0.625429553264605 0.710629067245119
JU2526 95 9 60 0.35 12 9000 3190 965 714 0.655165331690285 0.767749699157641
JU2526 95 9 60 0.35 12 12000 3085 717 819 0.667604414628868 0.811415044713309
JU2526 95 9 60 0.35 12 15000 3023 576 881 0.674776785714286 0.839955543206446
JU2526 95 9 60 0.35 15 6000 3156 986 748 0.645398773006135 0.76195074843071
JU2526 95 9 60 0.35 15 9000 3077 696 827 0.668913043478261 0.815531407368142
JU2526 95 9 60 0.35 15 12000 2903 466 1001 0.664302059496568 0.861680023745919
JU2526 95 9 60 0.35 15 15000 2850 351 1054 0.669800235017626 0.890346766635426
JU2526 95 9 60 0.35 18 6000 3031 701 873 0.658197611292074 0.812165058949625
JU2526 95 9 60 0.35 18 9000 2955 491 949 0.672354948805461 0.857515960533952
JU2526 95 9 60 0.35 18 12000 2812 338 1092 0.662894860914663 0.892698412698413
JU2526 95 9 60 0.35 18 15000 2746 236 1158 0.663285024154589 0.920858484238766
JU2526 95 9 60 0.35 21 6000 2962 545 942 0.665767588222072 0.844596521243228
JU2526 95 9 60 0.35 21 9000 2873 366 1031 0.672833723653396 0.887002161160852
JU2526 95 9 60 0.35 21 12000 2677 232 1227 0.647243713733075 0.920247507734617
JU2526 95 9 60 0.35 21 15000 2599 165 1305 0.6387318751536 0.940303907380608
JU2526 95 9 60 0.4 9 6000 3292 2059 612 0.552071105148415 0.615212109886003
JU2526 95 9 60 0.4 9 9000 3225 1388 679 0.609410430839002 0.699111207457186
JU2526 95 9 60 0.4 9 12000 3117 1015 787 0.633665379142102 0.754356243949661
JU2526 95 9 60 0.4 9 15000 3089 843 815 0.65072677480514 0.785605289928789
JU2526 95 9 60 0.4 12 6000 3279 1460 625 0.611297539149888 0.691918126186959
JU2526 95 9 60 0.4 12 9000 3190 1017 714 0.648242227189596 0.758260042785833
JU2526 95 9 60 0.4 12 12000 3085 763 819 0.661024212556246 0.801715176715177
JU2526 95 9 60 0.4 12 15000 3050 611 854 0.675526024363234 0.833105708822726
JU2526 95 9 60 0.4 15 6000 3171 1080 733 0.63623595505618 0.745942131263232
JU2526 95 9 60 0.4 15 9000 3099 747 805 0.666308320791228 0.805772230889236
JU2526 95 9 60 0.4 15 12000 2980 519 924 0.673750847840832 0.851671906258931
JU2526 95 9 60 0.4 15 15000 2918 399 986 0.678131536137578 0.87971058185107
JU2526 95 9 60 0.4 18 6000 3069 770 835 0.656611039794608 0.799426934097421
JU2526 95 9 60 0.4 18 9000 3015 525 889 0.680740573492888 0.851694915254237
JU2526 95 9 60 0.4 18 12000 2913 369 991 0.681722443248303 0.887568555758684
JU2526 95 9 60 0.4 18 15000 2820 251 1084 0.67870036101083 0.918267665255617
JU2526 95 9 60 0.4 21 6000 3003 569 901 0.671361502347418 0.840705487122061
JU2526 95 9 60 0.4 21 9000 2925 378 979 0.683092013078001 0.885558583106267
JU2526 95 9 60 0.4 21 12000 2762 254 1142 0.664261664261664 0.9157824933687
JU2526 95 9 60 0.4 21 15000 2687 173 1217 0.65906303654648 0.93951048951049
JU2526 95 9 60 0.45 9 6000 3323 2343 581 0.5319353289579 0.58648076244264
JU2526 95 9 60 0.45 9 9000 3253 1597 651 0.591347027813125 0.670721649484536
JU2526 95 9 60 0.45 9 12000 3158 1106 746 0.630339321357285 0.7406191369606
JU2526 95 9 60 0.45 9 15000 3114 935 790 0.643521388716677 0.769078784885157
JU2526 95 9 60 0.45 12 6000 3310 1593 594 0.602146625432054 0.675096879461554
JU2526 95 9 60 0.45 12 9000 3224 1133 680 0.640063529878896 0.739958687170071
JU2526 95 9 60 0.45 12 12000 3129 831 775 0.660823653643083 0.790151515151515
JU2526 95 9 60 0.45 12 15000 3081 679 823 0.672267073969016 0.819414893617021
JU2526 95 9 60 0.45 15 6000 3223 1213 681 0.629861246824311 0.726555455365194
JU2526 95 9 60 0.45 15 9000 3166 860 738 0.664567590260285 0.786388474913065
JU2526 95 9 60 0.45 15 12000 3062 592 842 0.681049822064057 0.837985769020252
JU2526 95 9 60 0.45 15 15000 2970 467 934 0.679478380233356 0.864125691009601
JU2526 95 9 60 0.45 18 6000 3127 870 777 0.655006284038542 0.782336752564423
JU2526 95 9 60 0.45 18 9000 3079 608 825 0.682402482269504 0.835096284241931
JU2526 95 9 60 0.45 18 12000 2987 421 917 0.690635838150289 0.876467136150235
JU2526 95 9 60 0.45 18 15000 2906 303 998 0.690753506061326 0.905578061701465
JU2526 95 9 60 0.45 21 6000 3080 668 824 0.673665791776028 0.821771611526147
JU2526 95 9 60 0.45 21 9000 3017 441 887 0.694361334867664 0.87246963562753
JU2526 95 9 60 0.45 21 12000 2845 284 1059 0.679321872015282 0.909236177692553
JU2526 95 9 60 0.45 21 15000 2779 204 1125 0.676484907497566 0.931612470667114
JU2600 95 9 60 0.25 9 6000 1357 493 419 0.598060819744381 0.733513513513513
JU2600 95 9 60 0.25 9 9000 1327 291 449 0.641993226898887 0.820148331273177
JU2600 95 9 60 0.25 9 12000 1280 234 496 0.63681592039801 0.845442536327609
JU2600 95 9 60 0.25 9 15000 1256 165 520 0.647089129314786 0.883884588318086
JU2600 95 9 60 0.25 12 6000 1340 364 436 0.626168224299065 0.786384976525822
JU2600 95 9 60 0.25 12 9000 1302 239 474 0.646153846153846 0.844905905256327
JU2600 95 9 60 0.25 12 12000 1254 177 522 0.642089093701997 0.876310272536688
JU2600 95 9 60 0.25 12 15000 1226 127 550 0.644245927482922 0.906134515890613
JU2600 95 9 60 0.25 15 6000 1277 255 499 0.628754308222551 0.83355091383812
JU2600 95 9 60 0.25 15 9000 1247 171 529 0.640472521828454 0.879407616361072
JU2600 95 9 60 0.25 15 12000 1196 99 580 0.637866666666667 0.923552123552124
JU2600 95 9 60 0.25 15 15000 1156 85 620 0.6211714132187 0.931506849315068
JU2600 95 9 60 0.25 18 6000 1251 186 525 0.637614678899083 0.870563674321503
JU2600 95 9 60 0.25 18 9000 1197 97 579 0.639081687132942 0.925038639876352
JU2600 95 9 60 0.25 18 12000 1150 55 626 0.62807209175314 0.954356846473029
JU2600 95 9 60 0.25 18 15000 1053 54 723 0.575409836065574 0.951219512195122
JU2600 95 9 60 0.25 21 6000 1211 135 565 0.633699633699634 0.899702823179792
JU2600 95 9 60 0.25 21 9000 1173 85 603 0.630306286942504 0.932432432432432
JU2600 95 9 60 0.25 21 12000 1086 52 690 0.594091903719912 0.954305799648506
JU2600 95 9 60 0.25 21 15000 987 51 789 0.540229885057471 0.950867052023121
JU2600 95 9 60 0.3 9 6000 1361 525 415 0.59148196436332 0.721633085896076
JU2600 95 9 60 0.3 9 9000 1330 310 446 0.63758389261745 0.810975609756098
JU2600 95 9 60 0.3 9 12000 1283 253 493 0.632331197634303 0.835286458333333
JU2600 95 9 60 0.3 9 15000 1259 170 517 0.646968139773895 0.881035689293212
JU2600 95 9 60 0.3 12 6000 1343 397 433 0.618039576622181 0.77183908045977
JU2600 95 9 60 0.3 12 9000 1304 252 472 0.642998027613412 0.838046272493573
JU2600 95 9 60 0.3 12 12000 1256 190 520 0.638860630722279 0.868603042876902
JU2600 95 9 60 0.3 12 15000 1228 140 548 0.640918580375783 0.89766081871345
JU2600 95 9 60 0.3 15 6000 1297 292 479 0.627176015473888 0.816236626809314
JU2600 95 9 60 0.3 15 9000 1259 181 517 0.643331630045989 0.874305555555556
JU2600 95 9 60 0.3 15 12000 1214 102 562 0.64643237486688 0.922492401215805
JU2600 95 9 60 0.3 15 15000 1174 88 602 0.629828326180258 0.93026941362916
JU2600 95 9 60 0.3 18 6000 1269 217 507 0.636728549924737 0.853970390309556
JU2600 95 9 60 0.3 18 9000 1209 102 567 0.643769968051118 0.922196796338673
JU2600 95 9 60 0.3 18 12000 1173 59 603 0.639237057220708 0.95211038961039
JU2600 95 9 60 0.3 18 15000 1089 58 687 0.593784078516903 0.949433304272014
JU2600 95 9 60 0.3 21 6000 1229 170 547 0.631551901336074 0.878484631879914
JU2600 95 9 60 0.3 21 9000 1189 89 587 0.637533512064343 0.930359937402191
JU2600 95 9 60 0.3 21 12000 1114 56 662 0.608078602620087 0.952136752136752
JU2600 95 9 60 0.3 21 15000 1042 55 734 0.569087930092845 0.949863263445761
JU2600 95 9 60 0.35 9 6000 1371 543 405 0.591203104786546 0.716300940438871
JU2600 95 9 60 0.35 9 9000 1338 322 438 0.637750238322212 0.806024096385542
JU2600 95 9 60 0.35 9 12000 1296 257 480 0.637481554353173 0.834513844172569
JU2600 95 9 60 0.35 9 15000 1272 174 504 0.652307692307692 0.879668049792531
JU2600 95 9 60 0.35 12 6000 1359 405 417 0.623108665749656 0.770408163265306
JU2600 95 9 60 0.35 12 9000 1326 255 450 0.65288035450517 0.838709677419355
JU2600 95 9 60 0.35 12 12000 1283 195 493 0.650938609842719 0.868064952638701
JU2600 95 9 60 0.35 12 15000 1241 144 535 0.646354166666667 0.896028880866426
JU2600 95 9 60 0.35 15 6000 1314 309 462 0.63021582733813 0.809611829944547
JU2600 95 9 60 0.35 15 9000 1288 187 488 0.656138563423332 0.873220338983051
JU2600 95 9 60 0.35 15 12000 1241 107 535 0.659054699946893 0.920623145400593
JU2600 95 9 60 0.35 15 15000 1187 92 589 0.635438972162741 0.928068803752932
JU2600 95 9 60 0.35 18 6000 1297 234 479 0.645273631840796 0.847158719790986
JU2600 95 9 60 0.35 18 9000 1264 122 512 0.665964172813488 0.911976911976912
JU2600 95 9 60 0.35 18 12000 1226 78 550 0.661272923408846 0.940184049079755
JU2600 95 9 60 0.35 18 15000 1128 74 648 0.60972972972973 0.938435940099834
JU2600 95 9 60 0.35 21 6000 1251 193 525 0.635347892331133 0.866343490304709
JU2600 95 9 60 0.35 21 9000 1230 105 546 0.653907496012759 0.921348314606742
JU2600 95 9 60 0.35 21 12000 1181 72 595 0.639069264069264 0.942537909018356
JU2600 95 9 60 0.35 21 15000 1105 60 671 0.601851851851852 0.948497854077253
JU2600 95 9 60 0.4 9 6000 1381 569 395 0.588912579957356 0.708205128205128
JU2600 95 9 60 0.4 9 9000 1356 323 420 0.646021915197713 0.80762358546754
JU2600 95 9 60 0.4 9 12000 1319 257 457 0.64879488440728 0.836928934010152
JU2600 95 9 60 0.4 9 15000 1295 174 481 0.664102564102564 0.881552076242342
JU2600 95 9 60 0.4 12 6000 1369 439 407 0.618058690744921 0.757190265486726
JU2600 95 9 60 0.4 12 9000 1344 263 432 0.659146640510054 0.836341008089608
JU2600 95 9 60 0.4 12 12000 1306 211 470 0.657272269753397 0.860909690177983
JU2600 95 9 60 0.4 12 15000 1264 144 512 0.658333333333333 0.897727272727273
JU2600 95 9 60 0.4 15 6000 1340 327 436 0.637184973846885 0.803839232153569
JU2600 95 9 60 0.4 15 9000 1322 205 454 0.667339727410399 0.865749836280288
JU2600 95 9 60 0.4 15 12000 1279 136 497 0.668933054393305 0.903886925795053
JU2600 95 9 60 0.4 15 15000 1224 92 552 0.655246252676659 0.930091185410334
JU2600 95 9 60 0.4 18 6000 1327 243 449 0.657256067360079 0.845222929936306
JU2600 95 9 60 0.4 18 9000 1295 123 481 0.681937862032649 0.913258110014104
JU2600 95 9 60 0.4 18 12000 1268 90 508 0.679528403001072 0.933726067746686
JU2600 95 9 60 0.4 18 15000 1185 74 591 0.640540540540541 0.941223193010326
JU2600 95 9 60 0.4 21 6000 1278 198 498 0.64741641337386 0.865853658536585
JU2600 95 9 60 0.4 21 9000 1266 108 510 0.671974522292994 0.921397379912664
JU2600 95 9 60 0.4 21 12000 1228 75 548 0.663425175580767 0.942440521872602
JU2600 95 9 60 0.4 21 15000 1167 62 609 0.634929270946681 0.949552481692433
JU2600 95 9 60 0.45 9 6000 1387 642 389 0.573614557485525 0.683587974371612
JU2600 95 9 60 0.45 9 9000 1366 369 410 0.636829836829837 0.787319884726225
JU2600 95 9 60 0.45 9 12000 1333 292 443 0.64458413926499 0.820307692307692
JU2600 95 9 60 0.45 9 15000 1309 224 467 0.6545 0.853881278538813
JU2600 95 9 60 0.45 12 6000 1375 476 401 0.61056838365897 0.742841707185305
JU2600 95 9 60 0.45 12 9000 1354 300 422 0.652215799614644 0.818621523579202
JU2600 95 9 60 0.45 12 12000 1320 246 456 0.652818991097923 0.842911877394636
JU2600 95 9 60 0.45 12 15000 1278 179 498 0.653708439897698 0.877144818119423
JU2600 95 9 60 0.45 15 6000 1341 343 435 0.632845681925437 0.796318289786223
JU2600 95 9 60 0.45 15 9000 1327 231 449 0.661185849526657 0.851732991014121
JU2600 95 9 60 0.45 15 12000 1298 173 478 0.665982555156491 0.882392929979606
JU2600 95 9 60 0.45 15 15000 1243 117 533 0.656629688325409 0.913970588235294
JU2600 95 9 60 0.45 18 6000 1328 251 448 0.655155402072028 0.841038632045598
JU2600 95 9 60 0.45 18 9000 1305 140 471 0.681106471816284 0.903114186851211
JU2600 95 9 60 0.45 18 12000 1287 109 489 0.682758620689655 0.921919770773639
JU2600 95 9 60 0.45 18 15000 1217 84 559 0.654301075268817 0.93543428132206
JU2600 95 9 60 0.45 21 6000 1293 205 483 0.652700656234225 0.863150867823765
JU2600 95 9 60 0.45 21 9000 1283 120 493 0.67668776371308 0.914468995010691
JU2600 95 9 60 0.45 21 12000 1254 79 522 0.676010781671159 0.940735183795949
JU2600 95 9 60 0.45 21 15000 1199 66 577 0.650922909880565 0.947826086956522
MY2147 95 9 60 0.25 9 6000 789 362 338 0.529885829415715 0.685490877497828
MY2147 95 9 60 0.25 9 9000 770 191 357 0.584218512898331 0.801248699271592
MY2147 95 9 60 0.25 9 12000 695 133 432 0.551587301587302 0.839371980676328
MY2147 95 9 60 0.25 9 15000 681 96 446 0.556827473426002 0.876447876447876
MY2147 95 9 60 0.25 12 6000 741 221 386 0.549703264094956 0.77027027027027
MY2147 95 9 60 0.25 12 9000 715 117 412 0.57475884244373 0.859375
MY2147 95 9 60 0.25 12 12000 650 82 477 0.537634408602151 0.887978142076503
MY2147 95 9 60 0.25 12 15000 636 81 491 0.526490066225166 0.887029288702929
MY2147 95 9 60 0.25 15 6000 686 149 441 0.537617554858934 0.821556886227545
MY2147 95 9 60 0.25 15 9000 667 108 460 0.540080971659919 0.860645161290323
MY2147 95 9 60 0.25 15 12000 631 75 496 0.52495840266223 0.893767705382436
MY2147 95 9 60 0.25 15 15000 617 74 510 0.513738551207327 0.892908827785818
MY2147 95 9 60 0.25 18 6000 640 96 487 0.523303352412101 0.869565217391304
MY2147 95 9 60 0.25 18 9000 618 63 509 0.519327731092437 0.907488986784141
MY2147 95 9 60 0.25 18 12000 584 43 543 0.499145299145299 0.931419457735247
MY2147 95 9 60 0.25 18 15000 563 40 564 0.482433590402742 0.933665008291874
MY2147 95 9 60 0.25 21 6000 618 75 509 0.51414309484193 0.891774891774892
MY2147 95 9 60 0.25 21 9000 578 50 549 0.4910790144435 0.920382165605096
MY2147 95 9 60 0.25 21 12000 557 39 570 0.47770154373928 0.934563758389262
MY2147 95 9 60 0.25 21 15000 536 36 591 0.460877042132416 0.937062937062937
MY2147 95 9 60 0.3 9 6000 799 436 328 0.511196417146513 0.646963562753036
MY2147 95 9 60 0.3 9 9000 793 256 334 0.573391178597252 0.755958055290753
MY2147 95 9 60 0.3 9 12000 720 165 407 0.557275541795666 0.813559322033898
MY2147 95 9 60 0.3 9 15000 707 116 420 0.568785197103781 0.859052247873633
MY2147 95 9 60 0.3 12 6000 767 278 360 0.545907473309609 0.733971291866029
MY2147 95 9 60 0.3 12 9000 754 162 373 0.584949573312645 0.823144104803493
MY2147 95 9 60 0.3 12 12000 678 114 449 0.546333601933924 0.856060606060606
MY2147 95 9 60 0.3 12 15000 640 98 487 0.522448979591837 0.867208672086721
MY2147 95 9 60 0.3 15 6000 716 175 411 0.549923195084485 0.803591470258137
MY2147 95 9 60 0.3 15 9000 710 114 417 0.572119258662369 0.861650485436893
MY2147 95 9 60 0.3 15 12000 663 79 464 0.549751243781095 0.893530997304582
MY2147 95 9 60 0.3 15 15000 625 75 502 0.519966722129784 0.892857142857143
MY2147 95 9 60 0.3 18 6000 659 104 468 0.535337124289196 0.863695937090432
MY2147 95 9 60 0.3 18 9000 643 66 484 0.538977367979883 0.906911142454161
MY2147 95 9 60 0.3 18 12000 592 44 535 0.505550811272417 0.930817610062893
MY2147 95 9 60 0.3 18 15000 571 40 556 0.489288774635818 0.934533551554828
MY2147 95 9 60 0.3 21 6000 641 77 486 0.532392026578073 0.892757660167131
MY2147 95 9 60 0.3 21 9000 605 53 522 0.51271186440678 0.919452887537994
MY2147 95 9 60 0.3 21 12000 567 40 560 0.48586118251928 0.934102141680395
MY2147 95 9 60 0.3 21 15000 546 36 581 0.469475494411006 0.938144329896907
MY2147 95 9 60 0.35 9 6000 800 584 327 0.467562828755114 0.578034682080925
MY2147 95 9 60 0.35 9 9000 794 316 333 0.55024255024255 0.715315315315315
MY2147 95 9 60 0.35 9 12000 742 229 385 0.547197640117994 0.764160659114315
MY2147 95 9 60 0.35 9 15000 733 158 394 0.570428015564202 0.822671156004489
MY2147 95 9 60 0.35 12 6000 775 342 352 0.527569775357386 0.693822739480752
MY2147 95 9 60 0.35 12 9000 762 189 365 0.5790273556231 0.801261829652997
MY2147 95 9 60 0.35 12 12000 719 143 408 0.566141732283465 0.834106728538283
MY2147 95 9 60 0.35 12 15000 696 124 431 0.556354916067146 0.848780487804878
MY2147 95 9 60 0.35 15 6000 730 220 397 0.541945063103192 0.768421052631579
MY2147 95 9 60 0.35 15 9000 724 128 403 0.576892430278884 0.849765258215962
MY2147 95 9 60 0.35 15 12000 708 95 419 0.579378068739771 0.881693648816936
MY2147 95 9 60 0.35 15 15000 687 89 440 0.564967105263158 0.885309278350515
MY2147 95 9 60 0.35 18 6000 705 134 422 0.559080095162569 0.840286054827175
MY2147 95 9 60 0.35 18 9000 689 83 438 0.569421487603306 0.892487046632124
MY2147 95 9 60 0.35 18 12000 653 57 474 0.55152027027027 0.919718309859155
MY2147 95 9 60 0.35 18 15000 644 53 483 0.545762711864407 0.923959827833572
MY2147 95 9 60 0.35 21 6000 691 98 436 0.564081632653061 0.875792141951838
MY2147 95 9 60 0.35 21 9000 649 67 478 0.543551088777219 0.906424581005587
MY2147 95 9 60 0.35 21 12000 627 50 500 0.532710280373832 0.926144756277696
MY2147 95 9 60 0.35 21 15000 618 46 509 0.526854219948849 0.930722891566265
MY2147 95 9 60 0.4 9 6000 803 724 324 0.433819556996218 0.525867714472823
MY2147 95 9 60 0.4 9 9000 797 371 330 0.532042723631509 0.68236301369863
MY2147 95 9 60 0.4 9 12000 753 246 374 0.54843408594319 0.753753753753754
MY2147 95 9 60 0.4 9 15000 753 170 374 0.580570547417116 0.815817984832069
MY2147 95 9 60 0.4 12 6000 787 412 340 0.51137102014295 0.656380316930776
