isotype long_id_threshold long_cluster_threshold long_coverage_threshold cov_threshold count_threshold cluster_threshold both short_only long_only accuracy accuracy_short
ECA396 95 9 60 0.25 18 15000 2414 230 1974 0.522737115634474 0.913010590015129
ECA396 95 9 60 0.25 21 6000 2821 562 1567 0.56989898989899 0.833875258646172
ECA396 95 9 60 0.25 21 9000 2582 374 1806 0.542209155816884 0.873477672530447
ECA396 95 9 60 0.25 21 12000 2299 269 2089 0.493665449860425 0.895249221183801
ECA396 95 9 60 0.25 21 15000 2100 151 2288 0.46265697290152 0.932918702798756
ECA396 95 9 60 0.3 9 6000 3637 2878 751 0.50055050922103 0.558250191864927
ECA396 95 9 60 0.3 9 9000 3537 1745 851 0.576716125876406 0.669632714880727
ECA396 95 9 60 0.3 9 12000 3431 1187 957 0.61542600896861 0.742962321351234
ECA396 95 9 60 0.3 9 15000 3338 951 1050 0.625210713616782 0.778269993005363
ECA396 95 9 60 0.3 12 6000 3459 2038 929 0.53828197945845 0.629252319446971
ECA396 95 9 60 0.3 12 9000 3381 1196 1007 0.60547994269341 0.738693467336683
ECA396 95 9 60 0.3 12 12000 3247 846 1141 0.620366832250669 0.793305643782067
ECA396 95 9 60 0.3 12 15000 3103 643 1285 0.616775988869012 0.828350240256273
ECA396 95 9 60 0.3 15 6000 3281 1332 1107 0.573601398601399 0.711250812920009
ECA396 95 9 60 0.3 15 9000 3160 832 1228 0.60536398467433 0.791583166332665
ECA396 95 9 60 0.3 15 12000 2983 580 1405 0.600442834138486 0.837215829357283
ECA396 95 9 60 0.3 15 15000 2813 440 1575 0.582642916321458 0.864740239778666
ECA396 95 9 60 0.3 18 6000 3126 877 1262 0.593732193732194 0.780914314264302
ECA396 95 9 60 0.3 18 9000 2968 569 1420 0.598749243494049 0.839129205541419
ECA396 95 9 60 0.3 18 12000 2759 387 1629 0.577801047120419 0.876986649713922
ECA396 95 9 60 0.3 18 15000 2566 250 1822 0.553255713669685 0.911221590909091
ECA396 95 9 60 0.3 21 6000 2930 619 1458 0.585180746954264 0.825584671738518
ECA396 95 9 60 0.3 21 9000 2725 408 1663 0.568181818181818 0.869773380146824
ECA396 95 9 60 0.3 21 12000 2470 295 1918 0.527439675421738 0.893309222423146
ECA396 95 9 60 0.3 21 15000 2265 168 2123 0.497146619841967 0.93094944512947
ECA396 95 9 60 0.35 9 6000 3656 3248 732 0.478784704033525 0.52954808806489
ECA396 95 9 60 0.35 9 9000 3548 2033 840 0.552561906245133 0.635728364092457
ECA396 95 9 60 0.35 9 12000 3442 1327 946 0.602274715660542 0.721744600545188
ECA396 95 9 60 0.35 9 15000 3371 1057 1017 0.619100091827365 0.761291779584462
ECA396 95 9 60 0.35 12 6000 3487 2280 901 0.522945410917816 0.604647130223687
ECA396 95 9 60 0.35 12 9000 3411 1386 977 0.590751645306547 0.711069418386492
ECA396 95 9 60 0.35 12 12000 3264 961 1124 0.610207515423444 0.772544378698225
ECA396 95 9 60 0.35 12 15000 3142 723 1246 0.614752494619448 0.812936610608021
ECA396 95 9 60 0.35 15 6000 3314 1517 1074 0.561219305673158 0.68598633823225
ECA396 95 9 60 0.35 15 9000 3205 925 1183 0.603237342367777 0.776029055690073
ECA396 95 9 60 0.35 15 12000 3029 612 1359 0.6058 0.831914309255699
ECA396 95 9 60 0.35 15 15000 2895 465 1493 0.596538223779106 0.861607142857143
ECA396 95 9 60 0.35 18 6000 3173 1007 1215 0.588137164040779 0.759090909090909
ECA396 95 9 60 0.35 18 9000 3050 642 1338 0.606361829025845 0.826110509209101
ECA396 95 9 60 0.35 18 12000 2862 435 1526 0.593406593406593 0.868061874431301
ECA396 95 9 60 0.35 18 15000 2662 295 1726 0.568439034806748 0.900236726411904
ECA396 95 9 60 0.35 21 6000 2994 707 1394 0.587634936211972 0.808970548500405
ECA396 95 9 60 0.35 21 9000 2810 456 1578 0.580099091659785 0.860379669320269
ECA396 95 9 60 0.35 21 12000 2568 331 1820 0.544183089637635 0.88582269748189
ECA396 95 9 60 0.35 21 15000 2364 204 2024 0.514808362369338 0.920560747663551
ECA396 95 9 60 0.4 9 6000 3671 3658 717 0.45625155356699 0.500886887706372
ECA396 95 9 60 0.4 9 9000 3582 2340 806 0.532401902497027 0.604863221884498
ECA396 95 9 60 0.4 9 12000 3471 1524 917 0.587110960757781 0.694894894894895
ECA396 95 9 60 0.4 9 15000 3400 1146 988 0.614383809179617 0.747910250769908
ECA396 95 9 60 0.4 12 6000 3495 2514 893 0.506374963778615 0.581627558662007
ECA396 95 9 60 0.4 12 9000 3425 1540 963 0.5777665317139 0.689828801611279
ECA396 95 9 60 0.4 12 12000 3292 1063 1096 0.603925885158687 0.755912743972445
ECA396 95 9 60 0.4 12 15000 3206 789 1182 0.619277573884489 0.802503128911139
ECA396 95 9 60 0.4 15 6000 3330 1709 1058 0.546170247662785 0.660845405834491
ECA396 95 9 60 0.4 15 9000 3229 1037 1159 0.595207373271889 0.756915142991092
ECA396 95 9 60 0.4 15 12000 3088 667 1300 0.610880316518299 0.82237017310253
ECA396 95 9 60 0.4 15 15000 2980 506 1408 0.608908868001635 0.854847963281698
ECA396 95 9 60 0.4 18 6000 3215 1137 1173 0.581900452488688 0.738740808823529
ECA396 95 9 60 0.4 18 9000 3103 684 1285 0.611790220820189 0.819382096646422
ECA396 95 9 60 0.4 18 12000 2940 460 1448 0.606435643564356 0.864705882352941
ECA396 95 9 60 0.4 18 15000 2770 316 1618 0.588860544217687 0.897602073882048
ECA396 95 9 60 0.4 21 6000 3104 787 1284 0.599806763285024 0.797738370598818
ECA396 95 9 60 0.4 21 9000 2943 476 1445 0.605057565789474 0.860778005264697
ECA396 95 9 60 0.4 21 12000 2723 353 1665 0.574351402657667 0.885240572171652
ECA396 95 9 60 0.4 21 15000 2530 224 1858 0.548568950563747 0.918663761801017
ECA396 95 9 60 0.45 9 6000 3709 4225 679 0.430628120283293 0.467481724224855
ECA396 95 9 60 0.45 9 9000 3626 2713 762 0.510632305309111 0.572014513330178
ECA396 95 9 60 0.45 9 12000 3515 1833 873 0.565021700691207 0.657255048616305
ECA396 95 9 60 0.45 9 15000 3449 1314 939 0.604875482286917 0.724123451606131
ECA396 95 9 60 0.45 12 6000 3519 2812 869 0.48875 0.555836360764492
ECA396 95 9 60 0.45 12 9000 3459 1795 929 0.559437166424066 0.658355538637229
ECA396 95 9 60 0.45 12 12000 3326 1230 1062 0.592025631897472 0.730026338893766
ECA396 95 9 60 0.45 12 15000 3230 920 1158 0.608515448379804 0.778313253012048
ECA396 95 9 60 0.45 15 6000 3384 1891 1004 0.538939321548017 0.641516587677725
ECA396 95 9 60 0.45 15 9000 3291 1208 1097 0.588098641887062 0.731495887975106
ECA396 95 9 60 0.45 15 12000 3145 790 1243 0.607377365778293 0.799237611181703
ECA396 95 9 60 0.45 15 15000 3054 615 1334 0.610433739756146 0.832379394930499
ECA396 95 9 60 0.45 18 6000 3277 1293 1111 0.576835064249252 0.717067833698031
ECA396 95 9 60 0.45 18 9000 3176 824 1212 0.609363008442057 0.794
ECA396 95 9 60 0.45 18 12000 3045 546 1343 0.617146331576814 0.847953216374269
ECA396 95 9 60 0.45 18 15000 2889 403 1499 0.603005635566688 0.877582017010936
ECA396 95 9 60 0.45 21 6000 3177 907 1211 0.6 0.777913809990206
ECA396 95 9 60 0.45 21 9000 3046 555 1342 0.616224964596399 0.845876145515135
ECA396 95 9 60 0.45 21 12000 2849 384 1539 0.597024308466052 0.881224868543149
ECA396 95 9 60 0.45 21 15000 2633 288 1755 0.563088109495295 0.901403628894214
EG4725 95 9 60 0.25 9 6000 2695 1020 678 0.613475984520829 0.725437415881561
EG4725 95 9 60 0.25 9 9000 2662 627 711 0.6655 0.809364548494983
EG4725 95 9 60 0.25 9 12000 2563 454 810 0.66971518160439 0.849519390122638
EG4725 95 9 60 0.25 9 15000 2504 371 869 0.668803418803419 0.87095652173913
EG4725 95 9 60 0.25 12 6000 2628 685 745 0.647609659931001 0.793238756414126
EG4725 95 9 60 0.25 12 9000 2578 451 795 0.674163179916318 0.851105975569495
EG4725 95 9 60 0.25 12 12000 2477 313 896 0.67200217037439 0.887813620071685
EG4725 95 9 60 0.25 12 15000 2395 253 978 0.660507446221732 0.904456193353474
EG4725 95 9 60 0.25 15 6000 2505 520 868 0.643462625224762 0.828099173553719
EG4725 95 9 60 0.25 15 9000 2451 337 922 0.660646900269542 0.879124820659971
EG4725 95 9 60 0.25 15 12000 2346 235 1027 0.650221729490022 0.908950019372336
EG4725 95 9 60 0.25 15 15000 2223 176 1150 0.626373626373626 0.926636098374323
EG4725 95 9 60 0.25 18 6000 2372 398 1001 0.629010872447627 0.856317689530686
EG4725 95 9 60 0.25 18 9000 2296 277 1077 0.629041095890411 0.892343567819666
EG4725 95 9 60 0.25 18 12000 2212 176 1161 0.6232741617357 0.926298157453936
EG4725 95 9 60 0.25 18 15000 2098 111 1275 0.602181400688863 0.949751018560435
EG4725 95 9 60 0.25 21 6000 2247 317 1126 0.608943089430894 0.876365054602184
EG4725 95 9 60 0.25 21 9000 2128 216 1245 0.592922819726943 0.907849829351536
EG4725 95 9 60 0.25 21 12000 2018 127 1355 0.576571428571429 0.940792540792541
EG4725 95 9 60 0.25 21 15000 1847 78 1526 0.535207186322805 0.959480519480519
EG4725 95 9 60 0.3 9 6000 2712 1086 661 0.6082081184122 0.714060031595577
EG4725 95 9 60 0.3 9 9000 2681 646 692 0.667081363523265 0.805831079050195
EG4725 95 9 60 0.3 9 12000 2575 461 798 0.671622326551904 0.848155467720685
EG4725 95 9 60 0.3 9 15000 2527 379 846 0.673507462686567 0.869580178940124
EG4725 95 9 60 0.3 12 6000 2653 710 720 0.649767327945138 0.788878977103776
EG4725 95 9 60 0.3 12 9000 2612 470 761 0.67967733541504 0.847501622323167
EG4725 95 9 60 0.3 12 12000 2494 339 879 0.671875 0.880338863395694
EG4725 95 9 60 0.3 12 15000 2423 280 950 0.663290446208596 0.896411394746578
EG4725 95 9 60 0.3 15 6000 2544 550 829 0.648483303594188 0.822236586942469
EG4725 95 9 60 0.3 15 9000 2506 366 867 0.670232682535437 0.872562674094708
EG4725 95 9 60 0.3 15 12000 2380 262 993 0.65474552957359 0.900832702498108
EG4725 95 9 60 0.3 15 15000 2269 202 1104 0.634685314685315 0.918251719951437
EG4725 95 9 60 0.3 18 6000 2431 437 942 0.638057742782152 0.847629009762901
EG4725 95 9 60 0.3 18 9000 2374 308 999 0.644933441999457 0.885160328113348
EG4725 95 9 60 0.3 18 12000 2270 194 1103 0.636389122511915 0.921266233766234
EG4725 95 9 60 0.3 18 15000 2147 124 1226 0.613954818415785 0.945398502862175
EG4725 95 9 60 0.3 21 6000 2333 348 1040 0.626981994087611 0.870197687430063
EG4725 95 9 60 0.3 21 9000 2222 238 1151 0.615342010523401 0.903252032520325
EG4725 95 9 60 0.3 21 12000 2097 130 1276 0.598629745932058 0.941625505163898
EG4725 95 9 60 0.3 21 15000 1928 91 1445 0.556581986143187 0.95492818226845
EG4725 95 9 60 0.35 9 6000 2762 1125 611 0.614050689195198 0.710573707229226
EG4725 95 9 60 0.35 9 9000 2715 701 658 0.666421207658321 0.794789227166276
EG4725 95 9 60 0.35 9 12000 2617 507 756 0.674484536082474 0.837708066581306
EG4725 95 9 60 0.35 9 15000 2560 404 813 0.677786603124173 0.863697705802969
EG4725 95 9 60 0.35 12 6000 2721 757 652 0.658837772397094 0.782346175963197
EG4725 95 9 60 0.35 12 9000 2674 507 699 0.689175257731959 0.840616158440742
EG4725 95 9 60 0.35 12 12000 2569 386 804 0.68342644320298 0.869373942470389
EG4725 95 9 60 0.35 12 15000 2512 298 861 0.684282211931354 0.893950177935943
EG4725 95 9 60 0.35 15 6000 2639 604 734 0.663565501634398 0.813752698119026
EG4725 95 9 60 0.35 15 9000 2587 395 786 0.686571125265393 0.867538564721663
EG4725 95 9 60 0.35 15 12000 2476 301 897 0.673924877517692 0.891609650702197
EG4725 95 9 60 0.35 15 15000 2372 234 1001 0.657610202384253 0.910207214121259
EG4725 95 9 60 0.35 18 6000 2519 475 854 0.65462577962578 0.841349365397462
EG4725 95 9 60 0.35 18 9000 2465 338 908 0.664241444354621 0.87941491259365
EG4725 95 9 60 0.35 18 12000 2365 245 1008 0.653676064123825 0.906130268199234
EG4725 95 9 60 0.35 18 15000 2244 147 1129 0.6375 0.938519447929737
EG4725 95 9 60 0.35 21 6000 2454 391 919 0.651965993623804 0.862565905096661
EG4725 95 9 60 0.35 21 9000 2356 278 1017 0.645302656806354 0.894457099468489
EG4725 95 9 60 0.35 21 12000 2256 183 1117 0.634420697412823 0.924969249692497
EG4725 95 9 60 0.35 21 15000 2080 112 1293 0.596843615494978 0.948905109489051
EG4725 95 9 60 0.4 9 6000 2791 1284 582 0.599312862357741 0.684907975460123
EG4725 95 9 60 0.4 9 9000 2737 797 636 0.656354916067146 0.774476513865308
EG4725 95 9 60 0.4 9 12000 2657 598 716 0.669100982120373 0.816282642089094
EG4725 95 9 60 0.4 9 15000 2603 466 770 0.678041156551185 0.848159009449332
EG4725 95 9 60 0.4 12 6000 2752 867 621 0.649056603773585 0.760431058303399
EG4725 95 9 60 0.4 12 9000 2698 566 675 0.684945417618685 0.826593137254902
EG4725 95 9 60 0.4 12 12000 2616 427 757 0.688421052631579 0.859677949392047
EG4725 95 9 60 0.4 12 15000 2562 349 811 0.68833960236432 0.880109927859842
EG4725 95 9 60 0.4 15 6000 2671 645 702 0.664758586361374 0.805488540410133
EG4725 95 9 60 0.4 15 9000 2622 418 751 0.691638090213664 0.8625
EG4725 95 9 60 0.4 15 12000 2545 325 828 0.688209843158464 0.886759581881533
EG4725 95 9 60 0.4 15 15000 2455 270 918 0.673895141367005 0.900917431192661
EG4725 95 9 60 0.4 18 6000 2563 514 810 0.659377411885773 0.832954176145596
EG4725 95 9 60 0.4 18 9000 2512 364 861 0.672196949424672 0.873435326842837
EG4725 95 9 60 0.4 18 12000 2442 274 931 0.669591445023307 0.899116347569956
EG4725 95 9 60 0.4 18 15000 2373 176 1000 0.668639053254438 0.9309533150255
EG4725 95 9 60 0.4 21 6000 2514 428 859 0.661404893449092 0.854520734194426
EG4725 95 9 60 0.4 21 9000 2422 296 951 0.660125374761515 0.891096394407653
EG4725 95 9 60 0.4 21 12000 2342 203 1031 0.654921700223714 0.920235756385069
EG4725 95 9 60 0.4 21 15000 2195 128 1178 0.6269637246501 0.944898837709858
EG4725 95 9 60 0.45 9 6000 2802 1618 571 0.561410538970146 0.63393665158371
EG4725 95 9 60 0.45 9 9000 2750 1044 623 0.622594521168214 0.724828676858197
EG4725 95 9 60 0.45 9 12000 2672 785 701 0.642616642616643 0.772924501012438
EG4725 95 9 60 0.45 9 15000 2615 553 758 0.666072338257769 0.825441919191919
EG4725 95 9 60 0.45 12 6000 2765 1106 608 0.617325295824961 0.714285714285714
EG4725 95 9 60 0.45 12 9000 2713 732 660 0.660901339829476 0.787518142235123
EG4725 95 9 60 0.45 12 12000 2633 521 740 0.676168464304058 0.834812935954344
EG4725 95 9 60 0.45 12 15000 2567 379 806 0.684168443496802 0.871350984385608
EG4725 95 9 60 0.45 15 6000 2692 810 681 0.643557255558212 0.768703597944032
EG4725 95 9 60 0.45 15 9000 2655 510 718 0.683749678083956 0.838862559241706
EG4725 95 9 60 0.45 15 12000 2584 363 789 0.691648822269807 0.876823888700373
EG4725 95 9 60 0.45 15 15000 2482 295 891 0.676663031624864 0.893770255671588
EG4725 95 9 60 0.45 18 6000 2595 596 778 0.653817082388511 0.813224694453149
EG4725 95 9 60 0.45 18 9000 2548 423 825 0.671232876712329 0.857623695725345
EG4725 95 9 60 0.45 18 12000 2481 312 892 0.673270013568521 0.888292158968851
EG4725 95 9 60 0.45 18 15000 2412 200 961 0.675062972292191 0.923430321592649
EG4725 95 9 60 0.45 21 6000 2550 488 823 0.66045066045066 0.839368005266623
EG4725 95 9 60 0.45 21 9000 2471 335 902 0.666396979503776 0.880612972202423
EG4725 95 9 60 0.45 21 12000 2394 231 979 0.664261931187569 0.912
EG4725 95 9 60 0.45 21 15000 2247 155 1126 0.636904761904762 0.935470441298918
JU310 95 9 60 0.25 9 6000 585 570 386 0.379623621025308 0.506493506493506
JU310 95 9 60 0.25 9 9000 568 419 403 0.40863309352518 0.57548125633232
JU310 95 9 60 0.25 9 12000 545 324 426 0.420849420849421 0.627157652474108
JU310 95 9 60 0.25 9 15000 545 312 426 0.424785658612627 0.635939323220537
JU310 95 9 60 0.25 12 6000 566 429 405 0.404285714285714 0.568844221105528
JU310 95 9 60 0.25 12 9000 549 317 422 0.426242236024845 0.633949191685912
JU310 95 9 60 0.25 12 12000 513 263 458 0.415721231766613 0.661082474226804
JU310 95 9 60 0.25 12 15000 513 234 458 0.425726141078838 0.686746987951807
JU310 95 9 60 0.25 15 6000 520 333 451 0.398773006134969 0.609613130128957
JU310 95 9 60 0.25 15 9000 484 293 487 0.382911392405063 0.622908622908623
JU310 95 9 60 0.25 15 12000 452 238 519 0.373862696443342 0.655072463768116
JU310 95 9 60 0.25 15 15000 452 223 519 0.3785594639866 0.66962962962963
JU310 95 9 60 0.25 18 6000 484 240 487 0.399669694467382 0.668508287292818
JU310 95 9 60 0.25 18 9000 442 227 529 0.368948247078464 0.660687593423019
JU310 95 9 60 0.25 18 12000 422 194 549 0.362231759656652 0.685064935064935
JU310 95 9 60 0.25 18 15000 396 181 575 0.34375 0.68630849220104
JU310 95 9 60 0.25 21 6000 458 233 513 0.380398671096346 0.662807525325615
JU310 95 9 60 0.25 21 9000 413 220 558 0.346767422334173 0.652448657187994
JU310 95 9 60 0.25 21 12000 383 174 588 0.334497816593886 0.687612208258528
JU310 95 9 60 0.25 21 15000 344 161 627 0.303886925795053 0.681188118811881
JU310 95 9 60 0.3 9 6000 586 589 385 0.375641025641026 0.498723404255319
JU310 95 9 60 0.3 9 9000 569 422 402 0.408470926058866 0.574167507568113
JU310 95 9 60 0.3 9 12000 546 337 425 0.41743119266055 0.618346545866365
JU310 95 9 60 0.3 9 15000 546 312 425 0.425565081839439 0.636363636363636
JU310 95 9 60 0.3 12 6000 567 439 404 0.402127659574468 0.563618290258449
JU310 95 9 60 0.3 12 9000 550 320 421 0.426026336173509 0.632183908045977
JU310 95 9 60 0.3 12 12000 514 276 457 0.412189254210104 0.650632911392405
JU310 95 9 60 0.3 12 15000 514 234 457 0.42655601659751 0.687165775401069
JU310 95 9 60 0.3 15 6000 527 344 444 0.400760456273764 0.605051664753157
JU310 95 9 60 0.3 15 9000 510 298 461 0.401891252955083 0.631188118811881
JU310 95 9 60 0.3 15 12000 476 253 495 0.388888888888889 0.652949245541838
JU310 95 9 60 0.3 15 15000 476 225 495 0.397993311036789 0.679029957203994
JU310 95 9 60 0.3 18 6000 501 252 470 0.409648405560098 0.665338645418327
JU310 95 9 60 0.3 18 9000 478 239 493 0.39504132231405 0.666666666666667
JU310 95 9 60 0.3 18 12000 458 216 513 0.385846672283067 0.679525222551929
JU310 95 9 60 0.3 18 15000 432 203 539 0.367972742759796 0.680314960629921
JU310 95 9 60 0.3 21 6000 485 244 486 0.39917695473251 0.665294924554184
JU310 95 9 60 0.3 21 9000 454 231 517 0.377703826955075 0.662773722627737
JU310 95 9 60 0.3 21 12000 434 196 537 0.371893744644387 0.688888888888889
JU310 95 9 60 0.3 21 15000 409 183 562 0.354419410745234 0.690878378378378
JU310 95 9 60 0.35 9 6000 592 597 379 0.377551020408163 0.497897392767031
JU310 95 9 60 0.35 9 9000 569 423 402 0.408177905308465 0.573588709677419
JU310 95 9 60 0.35 9 12000 546 337 425 0.41743119266055 0.618346545866365
JU310 95 9 60 0.35 9 15000 546 312 425 0.425565081839439 0.636363636363636
JU310 95 9 60 0.35 12 6000 578 453 393 0.405898876404494 0.560620756547042
JU310 95 9 60 0.35 12 9000 555 320 416 0.429899302865995 0.634285714285714
JU310 95 9 60 0.35 12 12000 532 276 439 0.426623897353649 0.658415841584158
JU310 95 9 60 0.35 12 15000 532 234 439 0.44149377593361 0.694516971279373
JU310 95 9 60 0.35 15 6000 552 351 419 0.417549167927383 0.611295681063123
JU310 95 9 60 0.35 15 9000 529 298 442 0.416863672182821 0.639661426844015
JU310 95 9 60 0.35 15 12000 495 253 476 0.404411764705882 0.661764705882353
JU310 95 9 60 0.35 15 15000 495 225 476 0.413879598662207 0.6875
JU310 95 9 60 0.35 18 6000 528 259 443 0.429268292682927 0.670902160101652
JU310 95 9 60 0.35 18 9000 492 239 479 0.406611570247934 0.673050615595075
JU310 95 9 60 0.35 18 12000 472 228 499 0.393661384487073 0.674285714285714
JU310 95 9 60 0.35 18 15000 446 215 525 0.376053962900506 0.674735249621785
JU310 95 9 60 0.35 21 6000 501 255 470 0.408646003262643 0.662698412698413
JU310 95 9 60 0.35 21 9000 459 235 512 0.380597014925373 0.661383285302594
JU310 95 9 60 0.35 21 12000 439 211 532 0.371404399323181 0.675384615384615
JU310 95 9 60 0.35 21 15000 414 198 557 0.354148845166809 0.676470588235294
JU310 95 9 60 0.4 9 6000 594 634 377 0.370093457943925 0.48371335504886
JU310 95 9 60 0.4 9 9000 571 451 400 0.40154711673699 0.558708414872798
JU310 95 9 60 0.4 9 12000 546 338 425 0.417112299465241 0.617647058823529
JU310 95 9 60 0.4 9 15000 546 313 425 0.425233644859813 0.635622817229336
JU310 95 9 60 0.4 12 6000 580 483 391 0.398899587345254 0.545625587958608
JU310 95 9 60 0.4 12 9000 557 339 414 0.425190839694656 0.621651785714286
JU310 95 9 60 0.4 12 12000 532 277 439 0.426282051282051 0.657601977750309
JU310 95 9 60 0.4 12 15000 532 235 439 0.441127694859038 0.69361147327249
JU310 95 9 60 0.4 15 6000 552 374 419 0.410408921933085 0.596112311015119
JU310 95 9 60 0.4 15 9000 529 299 442 0.416535433070866 0.638888888888889
JU310 95 9 60 0.4 15 12000 495 254 476 0.404081632653061 0.660881174899867
JU310 95 9 60 0.4 15 15000 495 226 476 0.413533834586466 0.686546463245492
JU310 95 9 60 0.4 18 6000 535 271 436 0.430756843800322 0.663771712158809
JU310 95 9 60 0.4 18 9000 499 245 472 0.410361842105263 0.670698924731183
JU310 95 9 60 0.4 18 12000 479 234 492 0.397510373443983 0.671809256661992
JU310 95 9 60 0.4 18 15000 465 221 506 0.39010067114094 0.677842565597668
JU310 95 9 60 0.4 21 6000 513 267 458 0.41437802907916 0.657692307692308
JU310 95 9 60 0.4 21 9000 471 241 500 0.388613861386139 0.661516853932584
JU310 95 9 60 0.4 21 12000 451 230 520 0.375520399666944 0.662261380323054
JU310 95 9 60 0.4 21 15000 438 217 533 0.368686868686869 0.668702290076336
JU310 95 9 60 0.45 9 6000 594 656 377 0.365089121081746 0.4752
JU310 95 9 60 0.45 9 9000 571 460 400 0.399021663172607 0.553831231813773
JU310 95 9 60 0.45 9 12000 546 347 425 0.414264036418816 0.611422172452408
JU310 95 9 60 0.45 9 15000 546 335 425 0.418070444104135 0.619750283768445
JU310 95 9 60 0.45 12 6000 581 496 390 0.396046353101568 0.539461467038069
JU310 95 9 60 0.45 12 9000 558 353 413 0.421450151057402 0.61251372118551
JU310 95 9 60 0.45 12 12000 533 291 438 0.422345483359746 0.646844660194175
JU310 95 9 60 0.45 12 15000 533 262 438 0.43227899432279 0.670440251572327
JU310 95 9 60 0.45 15 6000 553 397 418 0.404239766081871 0.582105263157895
JU310 95 9 60 0.45 15 9000 538 309 433 0.4203125 0.635182998819362
JU310 95 9 60 0.45 15 12000 526 264 445 0.425910931174089 0.665822784810127
JU310 95 9 60 0.45 15 15000 515 247 456 0.422824302134647 0.675853018372703
JU310 95 9 60 0.45 18 6000 544 293 427 0.430379746835443 0.649940262843489
JU310 95 9 60 0.45 18 9000 522 253 449 0.426470588235294 0.673548387096774
JU310 95 9 60 0.45 18 12000 513 242 458 0.422918384171476 0.679470198675497
JU310 95 9 60 0.45 18 15000 502 226 469 0.41938178780284 0.68956043956044
JU310 95 9 60 0.45 21 6000 521 282 450 0.415802075019952 0.648816936488169
JU310 95 9 60 0.45 21 9000 493 250 478 0.403767403767404 0.663526244952894
JU310 95 9 60 0.45 21 12000 478 233 493 0.397009966777409 0.672292545710267
JU310 95 9 60 0.45 21 15000 454 217 517 0.382154882154882 0.676602086438152
JU1400 95 9 60 0.25 9 6000 2012 800 662 0.57915947035118 0.715504978662873
JU1400 95 9 60 0.25 9 9000 1963 584 711 0.602516881522406 0.77071063996859
JU1400 95 9 60 0.25 9 12000 1887 433 787 0.607338268426135 0.813362068965517
JU1400 95 9 60 0.25 9 15000 1804 325 870 0.601533844614872 0.847346171911696
JU1400 95 9 60 0.25 12 6000 1986 600 688 0.606597434331093 0.767981438515081
JU1400 95 9 60 0.25 12 9000 1903 437 771 0.611700417872067 0.813247863247863
JU1400 95 9 60 0.25 12 12000 1805 309 869 0.605095541401274 0.853831598864711
JU1400 95 9 60 0.25 12 15000 1695 265 979 0.576726777815584 0.864795918367347
JU1400 95 9 60 0.25 15 6000 1917 407 757 0.622200584225901 0.82487091222031
JU1400 95 9 60 0.25 15 9000 1832 308 842 0.614352783366868 0.85607476635514
JU1400 95 9 60 0.25 15 12000 1712 236 962 0.588316151202749 0.878850102669405
JU1400 95 9 60 0.25 15 15000 1573 205 1101 0.546370267453977 0.884701912260967
JU1400 95 9 60 0.25 18 6000 1799 328 875 0.599267155229847 0.84579219558063
JU1400 95 9 60 0.25 18 9000 1702 252 972 0.581681476418319 0.871033776867963
JU1400 95 9 60 0.25 18 12000 1608 174 1066 0.564606741573034 0.902356902356902
JU1400 95 9 60 0.25 18 15000 1476 128 1198 0.526766595289079 0.920199501246883
JU1400 95 9 60 0.25 21 6000 1728 251 946 0.590769230769231 0.873168266801415
JU1400 95 9 60 0.25 21 9000 1589 183 1085 0.556177808890445 0.896726862302483
JU1400 95 9 60 0.25 21 12000 1479 92 1195 0.53470715835141 0.941438574156588
JU1400 95 9 60 0.25 21 15000 1244 65 1430 0.454180357794816 0.950343773873186
JU1400 95 9 60 0.3 9 6000 2028 839 646 0.577284372331341 0.70735960934775
JU1400 95 9 60 0.3 9 9000 1984 602 690 0.605616605616606 0.767208043310131
JU1400 95 9 60 0.3 9 12000 1907 438 767 0.612789203084833 0.813219616204691
JU1400 95 9 60 0.3 9 15000 1843 326 831 0.614333333333333 0.849700322729368
JU1400 95 9 60 0.3 12 6000 2003 632 671 0.605868118572293 0.760151802656546
JU1400 95 9 60 0.3 12 9000 1925 467 749 0.612862145813435 0.804765886287625
JU1400 95 9 60 0.3 12 12000 1826 317 848 0.610498161150117 0.852076528231451
JU1400 95 9 60 0.3 12 15000 1748 270 926 0.59375 0.866204162537165
JU1400 95 9 60 0.3 15 6000 1956 450 718 0.626120358514725 0.812967581047382
JU1400 95 9 60 0.3 15 9000 1868 337 806 0.62039189637994 0.847165532879819
JU1400 95 9 60 0.3 15 12000 1751 239 923 0.601098523858565 0.879899497487437
JU1400 95 9 60 0.3 15 15000 1666 211 1008 0.577469670710572 0.887586574320725
JU1400 95 9 60 0.3 18 6000 1851 364 823 0.609282422646478 0.835665914221219
JU1400 95 9 60 0.3 18 9000 1742 267 932 0.592315538932336 0.867098058735689
JU1400 95 9 60 0.3 18 12000 1665 177 1009 0.584005612065942 0.903908794788274
JU1400 95 9 60 0.3 18 15000 1559 134 1115 0.55519943019943 0.920850561134081
JU1400 95 9 60 0.3 21 6000 1786 291 888 0.602360876897133 0.859894077997111
JU1400 95 9 60 0.3 21 9000 1655 198 1019 0.57625348189415 0.893146249325418
JU1400 95 9 60 0.3 21 12000 1547 100 1127 0.557678442682048 0.939283545840923
JU1400 95 9 60 0.3 21 15000 1358 76 1316 0.493818181818182 0.947001394700139
JU1400 95 9 60 0.35 9 6000 2051 898 623 0.574188129899216 0.69548999660902
